country_code,country_name,snapshot_year,time_index,decade,bmu_x,bmu_y,cluster,GDP_per_capita_constant_2015_US_t-2,Trade_percent_of_GDP_t-2,Unemployment_total_percent_of_labor_force_t-2,Agriculture_value_added_percent_of_GDP_t-2,Industry_value_added_percent_of_GDP_t-2,Urban_population_percent_t-2,Inflation_consumer_prices_annual_percent_t-2,Gross_fixed_capital_formation_percent_of_GDP_t-2,Access_to_electricity_percent_of_population_t-2,Internet_users_percent_of_population_t-2,Services_value_added_percent_of_GDP_t-2,Gross_domestic_savings_percent_of_GDP_t-2,FDI_net_inflows_percent_of_GDP_t-2,GDP_per_capita_constant_2015_US_t-1,Trade_percent_of_GDP_t-1,Unemployment_total_percent_of_labor_force_t-1,Agriculture_value_added_percent_of_GDP_t-1,Industry_value_added_percent_of_GDP_t-1,Urban_population_percent_t-1,Inflation_consumer_prices_annual_percent_t-1,Gross_fixed_capital_formation_percent_of_GDP_t-1,Access_to_electricity_percent_of_population_t-1,Internet_users_percent_of_population_t-1,Services_value_added_percent_of_GDP_t-1,Gross_domestic_savings_percent_of_GDP_t-1,FDI_net_inflows_percent_of_GDP_t-1,GDP_per_capita_constant_2015_US_t0,Trade_percent_of_GDP_t0,Unemployment_total_percent_of_labor_force_t0,Agriculture_value_added_percent_of_GDP_t0,Industry_value_added_percent_of_GDP_t0,Urban_population_percent_t0,Inflation_consumer_prices_annual_percent_t0,Gross_fixed_capital_formation_percent_of_GDP_t0,Access_to_electricity_percent_of_population_t0,Internet_users_percent_of_population_t0,Services_value_added_percent_of_GDP_t0,Gross_domestic_savings_percent_of_GDP_t0,FDI_net_inflows_percent_of_GDP_t0
EE,Estonia,1990,1992,1990,1,1,8,61.067768786802,,,,,71.2695807435219,,,100.0,0.0,,,,59.841511897916,,1.468,,,70.9558713666771,,,100.0,,,,,56.40463737038351,,3.681,,,70.5333354332329,,,100.0,0.0655,,,
EE,Estonia,1992,1994,1990,-1,2,11,56.40463737038351,,3.681,,,70.5333354332329,,,100.0,0.0655,,,,55.88233542762882,132.126372731459,6.544,,,70.0366053397264,57.03676510750457,24.3601362525639,100.0,0.301,,21.5440914153261,4.19555688939601,55.957847728272846,148.143069423797,7.561,,,69.500313482695,52.22121230853276,27.0528199746425,100.0,1.16,,18.3173381996887,5.29825375133825
EE,Estonia,1994,1996,1990,-1,3,11,55.957847728272846,148.143069423797,7.561,,,69.500313482695,52.22121230853276,27.0528199746425,100.0,1.16,,18.3173381996887,5.29825375133825,56.93008213305271,139.087473677663,9.659,4.13064126210233,27.3814507635138,68.959092258676,48.43211815648156,26.5046102966203,100.0,2.78,57.0453006285211,19.5175280730826,4.592689682119,57.91600575377464,132.977442750892,9.915,4.12813147933271,26.5585045530262,68.4475740642067,46.78403040324909,27.0301388326535,100.0,3.53,57.3026682282736,19.4422508879148,3.46531703682218
EE,Estonia,1996,1998,1990,3,1,7,57.91600575377464,132.977442750892,9.915,4.12813147933271,26.5585045530262,68.4475740642067,46.78403040324909,27.0301388326535,100.0,3.53,57.3026682282736,19.4422508879148,3.46531703682218,60.01410480961172,151.051344390403,10.369,4.08873645802036,26.1108348520294,68.0003912958243,41.14537606313489,28.5961825514181,100.0,5.71,57.523657326194,21.6119083263029,5.31678787173078,60.82925685789081,156.838235827521,9.51,5.05182797296934,25.2370632991604,67.6521763500664,39.37568225612867,31.3368027133393,100.0,10.8,58.8157941946475,21.9205396563545,10.4966423724993
EE,Estonia,1998,2000,1990,3,1,7,60.82925685789081,156.838235827521,9.51,5.05182797296934,25.2370632991604,67.6521763500664,39.37568225612867,31.3368027133393,100.0,10.8,58.8157941946475,21.9205396563545,10.4966423724993,60.7165168211759,144.116453592933,11.573,3.62814718696064,23.8431986435091,67.43756162347,33.49247672864487,25.9049931087952,100.0,14.5,62.4765576971021,21.8930579711968,5.66089553450958,62.144825441325466,126.495626368659,13.36,3.88500958820541,24.8827014515579,67.385529072627,34.69179789272721,26.6871960393056,100.0,28.577,60.5578253447825,26.0383900888661,7.31923766598521
EE,Estonia,2000,2002,2000,3,1,15,62.144825441325466,126.495626368659,13.36,3.88500958820541,24.8827014515579,67.385529072627,34.69179789272721,26.6871960393056,100.0,28.577,60.5578253447825,26.0383900888661,7.31923766598521,63.13876066136132,126.546640067292,13.134,3.49644570652548,25.378642214491,67.3926456349791,36.97716656987336,27.4503342036995,100.0,31.5275,60.3811249851227,26.6067507586164,9.48590177311271,64.28690087974024,123.28234538757,10.026,3.5524871000821,25.4828331665145,67.4090870965661,33.9726215124845,30.5528178409929,100.0,41.52,59.9739726839702,26.38576352076,4.58926418891502
EE,Estonia,2002,2004,2000,3,1,15,64.28690087974024,123.28234538757,10.026,3.5524871000821,25.4828331665145,67.4090870965661,33.9726215124845,30.5528178409929,100.0,41.52,59.9739726839702,26.38576352076,4.58926418891502,65.53090411520644,122.744772807796,11.288,3.45928807770416,26.1058068328068,67.4341760348669,28.787586035667974,32.7509545585868,100.0,45.32,59.7247445983423,26.8751930010737,10.5121715393056,66.65409739607067,129.949500077661,10.248,3.61869925607531,25.4261030005361,67.467351453949,33.03364302042413,31.7144972621122,100.0,53.2,59.5766460840652,27.1960901544324,8.94665953048459
EE,Estonia,2004,2006,2000,6,1,13,66.65409739607067,129.949500077661,10.248,3.61869925607531,25.4261030005361,67.467351453949,33.03364302042413,31.7144972621122,100.0,53.2,59.5766460840652,27.1960901544324,8.94665953048459,68.16719308806687,135.912792115107,8.033,3.28668552534137,26.2552926540896,67.5080523578799,34.78537072519275,32.8564369726627,100.0,61.45,59.0829427359463,28.7781560207174,21.6702241581922,69.71719818466798,136.620737662645,5.915,3.14382046697103,26.9431146026321,67.5557177507269,35.31077441293501,36.7942378998764,100.0,63.51,57.8749883116134,30.0226222321551,10.3265683442585
EE,Estonia,2006,2008,2000,6,1,13,69.71719818466798,136.620737662645,5.915,3.14382046697103,26.9431146026321,67.5557177507269,35.31077441293501,36.7942378998764,100.0,63.51,57.8749883116134,30.0226222321551,10.3265683442585,70.9306808532211,133.980829235754,4.592,3.92534204177827,26.8422158711628,67.6097866365576,37.895725109765394,36.3905723897513,100.0,66.19,57.0659796515862,31.6931858316492,13.5105132723156,70.14927902182463,136.681988157836,5.455,3.40126152586792,26.1319416506077,67.6696980194394,40.99771112832018,31.129010654241,100.0,70.58,59.5534896908476,28.2504244258442,8.12253971916627
EE,Estonia,2008,2010,2000,5,1,13,70.14927902182463,136.681988157836,5.455,3.40126152586792,26.1319416506077,67.6696980194394,40.99771112832018,31.129010654241,100.0,70.58,59.5534896908476,28.2504244258442,8.12253971916627,67.70406211528558,116.759079859802,13.548,2.47104873277575,23.2761523015463,67.7348909034398,21.6612535455168,22.6771447061682,100.0,72.5,60.8503056279613,26.1225262942788,9.50544171137012,68.11850124792541,143.671762256978,16.707,3.17092945309266,24.0345491849484,67.8048042926262,32.8872628030649,21.2332633688528,100.0,74.1,59.9238449450358,28.0077977089041,13.2770330129027
